0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.838888889,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556
0.002222222,0.002222222,0.002222222,0.06919851,0.002222222,0.002222222,0.002222222,0.002222222,0.127414611,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.676720212,0.068888889,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222
0.073809524,0.002380952,0.002380952,0.185825192,0.002380952,0.002380952,0.529781034,0.002380952,0.002380952,0.002380952,0.002380952,0.073809524,0.077250917,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.470680165,0.002777778,0.002777778,0.002777778,0.238329944,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.126497321,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.092270348,0.002777778,0.002777778,0.002777778
0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.939583333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333
0.001960784,0.001960784,0.001960784,0.070415409,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.681775078,0.001960784,0.001960784,0.086821208,0.001960784,0.001960784,0.001960784,0.110007913,0.001960784,0.001960784
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.935555556
0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.892592593,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704,0.003703704
0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.838888889,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556
0.206666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.606666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667
0.169444444,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.105982709,0.002777778,0.475915535,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.176435089,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778
0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.338888889,0.005555556,0.005555556,0.338888889,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.172222222,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556,0.005555556
0.002083333,0.002083333,0.002083333,0.002083333,0.069204791,0.002083333,0.065125302,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.080509615,0.064583333,0.002083333,0.104351148,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.06622581,0.002083333,0.002083333,0.502083333,0.002083333,0.002083333
0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.001960784,0.943137255
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.251893587,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.186201651,0.147619048,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.29047619,0.004761905,0.004761905,0.004761905,0.004761905
0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.004166667,0.879166667,0.004166667,0.004166667,0.004166667,0.004166667
0.002777778,0.002777778,0.279571729,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.128184345,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.142210511,0.002777778,0.002777778,0.002777778,0.002777778,0.377811193,0.002777778,0.002777778,0.002777778
0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.001754386,0.949122807,0.001754386,0.001754386,0.001754386
0.003333333,0.103333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.703333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.103333333,0.003333333
0.002380952,0.002380952,0.002380952,0.081233566,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.227292401,0.075143953,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.423528339,0.002380952,0.002380952,0.133277932,0.002380952
0.002222222,0.002222222,0.104991396,0.07882175,0.095191672,0.386962703,0.002222222,0.002222222,0.002222222,0.068888889,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.075408163,0.071957649,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.068888889,0.002222222
0.002380952,0.002380952,0.002380952,0.228232708,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.705100625,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.140135317,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.081302219,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.064583333,0.002083333,0.002083333,0.002083333,0.202835635,0.189583333,0.189606117,0.002083333,0.002083333,0.084037379,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333
0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.912121212,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303
0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.946296296,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.935555556
0.002777778,0.002777778,0.443902848,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.137713423,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.105066164,0.241095342
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.079978687,0.002222222,0.002222222,0.002222222,0.125650336,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.56752697,0.002222222,0.002222222,0.002222222,0.101099778,0.002222222,0.002222222,0.070188673,0.002222222,0.002222222
0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.890740741,0.001851852,0.001851852,0.001851852,0.057407407,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852
0.003333333,0.003333333,0.003333333,0.003333333,0.402334723,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.120105466,0.187559811,0.003333333,0.003333333,0.203333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333
0.002222222,0.082700992,0.002222222,0.002222222,0.002222222,0.075730145,0.002222222,0.002222222,0.0849336,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.186448477,0.002222222,0.002222222,0.108686246,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.408167208
0.002777778,0.087509805,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.090013359,0.747476836,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778
0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.120657324,0.127083333,0.002083333,0.002083333,0.002083333,0.127083333,0.002083333,0.446009343,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.127083333,0.002083333,0.002083333
0.001851852,0.001851852,0.289944331,0.001851852,0.001851852,0.470080869,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.06738833,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.124438322,0.001851852,0.001851852,0.001851852
0.003333333,0.288123703,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.236253098,0.003333333,0.003333333,0.3856232,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333,0.003333333
0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.489782544,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.219504668,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.215712788
0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.13221903,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.645238095,0.002380952,0.002380952,0.002380952,0.158257161,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952
0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.215104505,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.002222222,0.722673272,0.002222222,0.002222222
0.248581039,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.438998775,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.118072616,0.115559691,0.003030303,0.003030303
0.002564103,0.161427706,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.002564103,0.0817746,0.002564103,0.002564103,0.687566924,0.002564103,0.002564103,0.002564103
0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.161405108,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.54069636,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.004761905,0.169327103,0.004761905,0.004761905,0.004761905
0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.919444444,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778,0.002777778
0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.006666667,0.806666667,0.006666667
0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852,0.946296296,0.001851852,0.001851852,0.001851852,0.001851852,0.001851852
0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.716666667,0.002380952,0.002380952,0.073809524,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.073809524,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.002380952,0.073809524,0.002380952,0.002380952
0.197771749,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.717379766,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303,0.003030303
0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.155170417,0.002083333,0.407421541,0.002083333,0.002083333,0.002083333,0.168594672,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.002083333,0.075137148,0.002083333,0.002083333,0.002083333,0.141592888,0.002083333,0.002083333,0.002083333
